"GSM880866_1UNT_PP0903_HG-U133_Plus_2_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM880867_1APL_PP0909_HG-U133_Plus_2_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM880868_2UNT_PP0907_HG-U133_Plus_2_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM880869_2APL_PP0912_HG-U133_Plus_2_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM880870_3UNT_PP0901_HG-U133_Plus_2_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM880871_3APL_PP0905_HG-U133_Plus_2_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1891989_P13.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1891990_Q10.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1891991_Q7.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1891992_P1.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1891993_P10.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1891994_P11.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1891995_P12.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1891996_P14.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1891997_P15.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1891998_P16.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1891999_P17.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892000_P18.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892001_P19.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892002_P2.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892003_P20.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892004_P4.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892005_P5.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892006_P6.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892007_P9.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892008_Q1.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892009_Q11.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892010_Q12.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892011_Q13.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892012_Q14.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892013_Q15.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892014_Q16.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892015_Q17.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892016_Q18.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892017_Q19.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892018_Q2.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892019_Q20.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892020_Q4.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892021_Q5.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892022_Q6.CEL"	"Estimated Fetus Sex"	"Female"
"GSM1892023_Q8.CEL"	"Estimated Fetus Sex"	"Male"
"GSM1892024_Q9.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594041_Cont_1_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594042_Cont_2_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594043_Cont_3_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594044_Cont_4_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594045_Cont_5_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594046_Cont_6_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594047_Cont_7_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594048_Cont_8_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594049_FGR_1_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594050_FGR_2_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594051_FGR_3_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594052_FGR_4_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594053_FGR_5_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594054_FGR_6_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594055_FGR_7_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594056_FGR_8_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594057_PE_1_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594058_PE_2_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594059_PE_3_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594060_PE_4_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594061_PE_5_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594062_PE_6_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Female"
"GSM594063_PE_7_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM594064_PE_8_HuGene-1_0-st-v1_.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367804.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367805.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367806.CEL"	"Estimated Fetus Sex"	"Female"
"GSM367807.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367808.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367809.CEL"	"Estimated Fetus Sex"	"Female"
"GSM367810.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367811.CEL"	"Estimated Fetus Sex"	"Female"
"GSM367812.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367813.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367814.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367815.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367816.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367817.CEL"	"Estimated Fetus Sex"	"Female"
"GSM367818.CEL"	"Estimated Fetus Sex"	"Female"
"GSM367819.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367820.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367821.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367822.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367823.CEL"	"Estimated Fetus Sex"	"Female"
"GSM367824.CEL"	"Estimated Fetus Sex"	"Female"
"GSM367825.CEL"	"Estimated Fetus Sex"	"Male"
"GSM367826.CEL"	"Estimated Fetus Sex"	"Female"
"GSM151955.CEL"	"Estimated Fetus Sex"	"Female"
"GSM151957.CEL"	"Estimated Fetus Sex"	"Female"
"GSM151958.CEL"	"Estimated Fetus Sex"	"Male"
"GSM151959.CEL"	"Estimated Fetus Sex"	"Male"
"GSM151960.CEL"	"Estimated Fetus Sex"	"Female"
"GSM151961.CEL"	"Estimated Fetus Sex"	"Female"
"GSM252349.CEL"	"Estimated Fetus Sex"	"Female"
"GSM252350.CEL"	"Estimated Fetus Sex"	"Female"
"GSM252351.CEL"	"Estimated Fetus Sex"	"Male"
"GSM252352.CEL"	"Estimated Fetus Sex"	"Male"
"GSM252353.CEL"	"Estimated Fetus Sex"	"Male"
"GSM252354.CEL"	"Estimated Fetus Sex"	"Female"
"GSM252355.CEL"	"Estimated Fetus Sex"	"Female"
